0.03,0.0125118483412,0.00274102423809,5.85754112071,0.9155282966267075,0.0,1.0,0,0.021990521327,0.359684958362,27.2943964316,0.6260105938109841,0.0,1.0
0.06,0.0172511848341,0.00832880765981,13.3897407304,0.8041538890437692,0.0,1.0,0,0.021990521327,0.386526817294,27.5012545302,0.6265681628101477,0.0,1.0
0.09,0.0125118483412,0.01523139222,20.6046835796,0.7061611374407583,0.0,1.0,0,0.0172511848341,0.430908671477,27.7766936158,0.6228045720657931,0.0,1.0
0.12,0.00777251184834,0.0233091935709,24.7145246724,0.6382771117925843,0.0,1.0,0,0.0125118483412,0.448215276357,27.4471703373,0.624616671313075,0.0,1.0
0.15,0.00303317535545,0.0333854334983,31.4742124338,0.5466964036799554,0.0,1.0,0,0.021990521327,0.454960502893,26.5846110956,0.6248954558126568,0.0,1.0
0.18,0.0125118483412,0.0440396641718,36.4937273488,0.47797602453303595,0.0,1.0,0,0.0314691943128,0.457506459333,27.3844438249,0.6260105938109841,0.0,1.0
0.21,0.00777251184834,0.0518941074997,37.8427655422,0.44786729857819907,0.0,1.0,0,0.0314691943128,0.458425670895,27.4984666853,0.6248954558126568,0.0,1.0
0.24,0.00303317535545,0.0651223031552,41.7404516309,0.39866183440200725,0.0,1.0,0,0.0314691943128,0.458709141146,27.355450237,0.6285196543072206,0.0,1.0
0.26,-0.0111848341232,0.078806933769,44.9280735991,0.3582380819626429,0.0,1.0,0,0.0314691943128,0.458752755529,27.0947867299,0.627683300808475,0.0,1.0
0.29,-0.00644549763033,0.0943293630421,47.683022024,0.32785057150822416,0.0,1.0,0,0.0314691943128,0.458752819019,27.346529133,0.6267075550599387,0.0,1.0
0.32,0.021990521327,0.104938133688,48.8491775857,0.2987175913019236,0.0,1.0,0,0.0314691943128,0.458752819019,27.346529133,0.6267075550599387,0.0,1.0
0.35,-0.020663507109,0.120105948578,49.7304153889,0.28366322832450513,0.0,1.0,0,0.0314691943128,0.458752819019,27.346529133,0.6267075550599387,0.0,1.0
0.38,-0.0254028436019,0.134933015839,51.1973794257,0.27153610259269584,0.0,1.0,0,0.0314691943128,0.458752819019,27.346529133,0.6267075550599387,0.0,1.0
0.41,-0.0254028436019,0.148714010935,53.0496236409,0.24282129913576805,0.0,1.0,0,0.0314691943128,0.458764322539,28.5029272372,0.6002230275996655,0.0,1.0
0.44,-0.0301421800948,0.168028057922,54.4697518818,0.22470030666294954,0.0,1.0,0,0.0267298578199,0.458885058139,30.7585726234,0.5696961248954558,0.0,1.0
0.47,-0.0538388625592,0.180943073793,55.6099804851,0.21354892667967662,0.0,1.0,0,0.021990521327,0.45935088082,33.020630053,0.5388904376916643,0.0,1.0
0.5,-0.0490995260664,0.201276150771,56.2623362141,0.19389461945915806,0.0,1.0,0,0.0125118483412,0.460669097165,34.4711458043,0.5075271814887092,0.0,1.0
0.53,-0.0443601895735,0.224013668286,57.0465570114,0.1895734597156398,0.0,1.0,0,0.0172511848341,0.463579007874,36.4290493449,0.4746306105380541,0.0,1.0
0.56,-0.0396208530806,0.240404213174,57.4633398383,0.18790075271814888,0.0,1.0,0,-0.020663507109,0.469409048918,39.0730415389,0.44368553108447173,0.0,1.0
0.59,-0.0443601895735,0.255692530695,58.5118483412,0.17591301923613048,0.0,1.0,0,-0.0585781990521,0.479203915142,42.2715361026,0.394340674658489,0.0,1.0
0.62,-0.00170616113744,0.27877298804,58.3891831614,0.16977976024533037,0.0,1.0,0,-0.0870142180095,0.494333011999,47.2297184277,0.33022023975466963,0.0,1.0
0.65,-0.0727962085308,0.304828292859,59.7510454419,0.15402843601895735,0.0,1.0,0,-0.115450236967,0.514847500364,49.7351547254,0.28631168107053245,0.0,1.0
0.68,-0.0396208530806,0.323948929092,59.9643155841,0.14594368553108447,0.0,1.0,0,-0.124928909953,0.540487960843,52.4011708949,0.2528575411207137,0.0,1.0
