0.03,-0.014619883040935755,0.6303093215172929,100.36062378167641,0.11578947368421053,0.0,1.0,6666,0.0,8.749933383684249e-07,1.6385964912280702,0.9846978557504873,0.0,1.0,6666,-0.026315789473684292,0.022274571793444185,95.94054580896686,0.15838206627680312,0.0,1.0,6666,-0.020467836257309968,0.17409684490948468,96.19688109161794,0.1571150097465887,0.0,1.0,6666
0.07,-0.020467836257309968,0.6462462660482674,105.53606237816764,0.07115009746588694,0.0,1.0,6666,0.0,1.973940225481007e-06,3.5089668615984406,0.9685185185185186,0.0,1.0,6666,-0.04678362573099415,0.031019138617297975,104.0746588693957,0.0824561403508772,0.0,1.0,6666,-0.023391812865497075,0.1822312352760911,108.74873294346979,0.05009746588693957,0.0,1.0,6666
0.1,-0.03508771929824561,0.5594732925755417,109.28908382066277,0.04639376218323587,0.0,1.0,6666,0.0,3.280261870282489e-06,5.273294346978558,0.9515594541910332,0.0,1.0,6666,-0.07894736842105265,0.03722288388814036,106.37543859649122,0.06851851851851852,0.0,1.0,6666,-0.05555555555555558,0.23565914096412818,111.10253411306043,0.03391812865497076,0.0,1.0,6666
0.13,-0.07309941520467844,0.7367403655928374,111.54717348927875,0.026705653021442496,0.0,1.0,6666,0.0,4.683929801620133e-06,7.029044834307992,0.9348927875243664,0.0,1.0,6666,-0.09649122807017552,0.04434317146577263,108.14970760233918,0.05048732943469786,0.0,1.0,6666,-0.07309941520467844,0.3541794870491639,111.10331384015595,0.02183235867446394,0.0,1.0,6666
0.17,-0.061403508771929904,1.0851001943488803,111.94600389863548,0.020955165692007796,0.0,1.0,6666,0.0,6.344464273097723e-06,9.18869395711501,0.9153021442495126,0.0,1.0,6666,-0.11695906432748537,0.04880351538943484,109.16530214424951,0.04405458089668616,0.0,1.0,6666,-0.03801169590643283,0.3496731519956837,112.19356725146199,0.01929824561403509,0.0,1.0,6666
0.2,-0.08771929824561409,0.9925548319237661,112.78927875243664,0.012280701754385965,0.0,1.0,6666,0.0,8.353803460918324e-06,10.892592592592592,0.8995126705653022,0.0,1.0,6666,-0.10818713450292405,0.05520688247047785,111.40233918128655,0.031091617933723198,0.0,1.0,6666,-0.08479532163742698,0.32669414765587773,111.77953216374269,0.01695906432748538,0.0,1.0,6666
0.23,-0.11695906432748537,1.6052139695178498,112.35536062378168,0.018421052631578946,0.0,1.0,6666,0.0,1.0651434575608636e-05,12.63898635477583,0.8835282651072125,0.0,1.0,6666,-0.13157894736842113,0.05990524335715479,109.32846003898635,0.0341130604288499,0.0,1.0,6666,-0.11695906432748537,0.4207226587643375,113.52027290448343,0.011695906432748537,0.0,1.0,6666
0.27,-0.1286549707602339,1.581702732505,112.48187134502923,0.01276803118908382,0.0,1.0,6666,0.0,1.3221252627264125e-05,15.134892787524366,0.8638401559454191,0.0,1.0,6666,-0.18128654970760238,0.06395587720716123,111.62261208576999,0.032651072124756333,0.0,1.0,6666,-0.09649122807017552,0.3944333087777814,114.12417153996101,0.010818713450292398,0.0,1.0,6666
0.3,-0.0935672514619883,1.5429722765359892,113.3906432748538,0.010721247563352826,0.0,1.0,6666,0.0,1.6108195799163472e-05,16.76783625730994,0.8487329434697856,0.0,1.0,6666,-0.20467836257309946,0.06598215257179293,111.06861598440545,0.02729044834307992,0.0,1.0,6666,-0.14327485380116967,0.43304841346451023,113.31345029239766,0.010623781676413256,0.0,1.0,6666
0.33,-0.14035087719298245,1.5119007853129454,113.66978557504873,0.005847953216374269,0.0,1.0,6666,0.0,1.9336550065047936e-05,18.674463937621834,0.8329434697855751,0.0,1.0,6666,-0.1578947368421053,0.07010279579678559,111.17602339181286,0.02368421052631579,0.0,1.0,6666,-0.14327485380116967,0.4695998873775189,114.45380116959065,0.009064327485380117,0.0,1.0,6666
