0.03,-0.033175355450236976,0.30684733639191863,45.31223863953164,0.34806244772790634,0.0,1.0,6666,0.004739336492890933,0.3596849583622787,27.294396431558404,0.6260105938109841,0.0,1.0,6666,-0.004739336492891044,8.093163722110958,56.612210761081684,0.15570114301644827,0.0,1.0,6666,0.0,0.13561488464806862,31.733203233900195,0.5400055756899916,0.0,1.0,6666
0.06,-0.018957345971563955,0.4725484658740084,52.98215779202676,0.21968218567047673,0.0,1.0,6666,0.004739336492890933,0.3596849583622787,27.294396431558404,0.6260105938109841,0.0,1.0,6666,-0.042654028436018954,11.300587441760499,63.39894061890159,0.07011430164482854,0.0,1.0,6666,-0.018957345971563955,0.19397084213321814,42.23250627265124,0.3751045441873432,0.0,1.0,6666
0.09,-0.06161137440758291,0.5947616671462496,58.41092835238361,0.16615556175076665,0.0,1.0,6666,0.004739336492890933,0.3596849583622787,27.294396431558404,0.6260105938109841,0.0,1.0,6666,-0.08530805687203791,14.122968778380853,65.12210761081684,0.039029829941455256,0.0,1.0,6666,-0.004739336492891044,0.2377388304285382,48.35266239197101,0.29592974630610536,0.0,1.0,6666
0.12,-0.06161137440758291,0.6701891502235682,59.84862001672707,0.1331195985503206,0.0,1.0,6666,0.004739336492890933,0.38652681729384913,27.50125453024812,0.6265681628101477,0.0,1.0,6666,-0.09478672985781988,16.52199475796869,65.39197100641205,0.037357122943964316,0.0,1.0,6666,-0.042654028436018954,0.27573989381561903,52.41622525787566,0.24017284638974074,0.0,1.0,6666
0.15,-0.09478672985781988,0.7719671013720388,62.482297184276554,0.09185949261221076,0.0,1.0,6666,0.004739336492890933,0.41351291342220864,27.60830777808754,0.6257318093114023,0.0,1.0,6666,-0.1090047393364929,18.121471027464434,65.28185112907722,0.028017842207973237,0.0,1.0,6666,-0.05213270142180093,0.29698966335580945,55.8834680791748,0.18804014496793978,0.0,1.0,6666
0.18,-0.10426540284360186,0.8219461569718532,63.459715639810426,0.08461109562308336,0.0,1.0,6666,0.004739336492890933,0.4309086714774117,27.776693615834958,0.6228045720657931,0.0,1.0,6666,-0.13744075829383884,19.808048021384035,66.72874268190688,0.01881795372177307,0.0,1.0,6666,-0.042654028436018954,0.3330940222211283,58.85196543072205,0.15528296626707555,0.0,1.0,6666
0.21,-0.08530805687203791,0.8289665357870217,63.47560635628659,0.08405352662391971,0.0,1.0,6666,0.004739336492890933,0.441578796920615,27.609144131586284,0.6258712015611932,0.0,1.0,6666,-0.16113744075829384,21.228416479435186,66.46584889880123,0.021048229718427656,0.0,1.0,6666,-0.06161137440758291,0.35880612539481593,59.26345135210482,0.13994981879007526,0.0,1.0,6666
0.24,-0.1090047393364929,0.9321120250851854,63.974073041538894,0.06732645664901031,0.0,1.0,6666,0.0,0.4482152763568318,27.447170337329243,0.624616671313075,0.0,1.0,6666,-0.18957345971563977,23.181021375391225,66.75996654586005,0.01449679397825481,0.0,1.0,6666,-0.07582938388625593,0.39032346997215367,61.315862838026206,0.12336214106495678,0.0,1.0,6666
0.26,-0.07582938388625593,1.0460384355290555,64.64148313353778,0.06551435740172847,0.0,1.0,6666,0.0,0.4522536743311075,27.577920267633118,0.624616671313075,0.0,1.0,6666,-0.2037914691943128,24.13968252060212,67.13019236130471,0.014775578477836632,0.0,1.0,6666,-0.07582938388625593,0.40292802399580036,61.49790911625313,0.11527739057708392,0.0,1.0,6666
0.29,-0.16113744075829384,1.0291681324301518,64.49735154725397,0.07136883189294675,0.0,1.0,6666,0.0,0.4549605028932532,26.58461109562308,0.6248954558126568,0.0,1.0,6666,-0.18483412322274884,24.993319230889977,68.35154725397268,0.011708948982436577,0.0,1.0,6666,-0.07582938388625593,0.42924111626798567,62.74770002787845,0.10579871759130192,0.0,1.0,6666
0.32,-0.10426540284360186,1.1167381185431486,64.70532478394202,0.07025369389461945,0.0,1.0,6666,0.0,0.45652912775672544,26.890716476163924,0.6251742403122387,0.0,1.0,6666,-0.20853080568720384,26.23136797827243,66.63228324505158,0.010872595483691107,0.0,1.0,6666,-0.09004739336492895,0.4489877719298761,62.70225815444661,0.09395037635907444,0.0,1.0,6666
